Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
????	?	????	????	E762322-6		Lo		925	Im	F3 V	{ -3 }	(421+3)	[1154]	B	15	24
????	?	????	????	C9B4589-9		Fl Ni Px		212	Im	F2 V	{ -1 }	(C43+1)	[943C]	B	12	144
????	?	????	????	B535310-8		Lo		628	Im	M4 III	{ -1 }	(C21-1)	[1267]	B	14	-24
????	?	????	????	A4319C9-B	N	Hi Na Po Fa	A	937	Im	M6 V	{ +3 }	(F89-2)	[9C49]	BE	16	-2160
????	?	????	????	C6407A7-6	S	De He Pi Po Co		731	Im	DA M0 VI	{ -1 }	(862-2)	[A628]	BD	17	-192
????	?	????	????	C78A555-9	S	Wa Ni Pr		828	Im	F5 V	{ -1 }	(G40-1)	[844A]	Bc	19	-64
????	?	????	????	C497537-5	S	Ni Ag		833	Im	K3 V	{ -1 }	(A45+1)	[3474]	BC	13	200
????	?	????	????	B461731-9		Ri		402	Im	K3 V	{ +2 }	(C66+1)	[9949]	BC	13	432
????	?	????	????	A24169B-A		Ni Po Co	A	108	Im	G6 V BD M1 V DM BD	{ +1 }	(B57-3)	[9719]	B	12	-1155
????	?	????	????	B35658D-8		Ni Ag	A	134	Im	G5 V M3 VI M3 VI	{ +0 }	(946-1)	[259D]	BC	16	-216
????	?	????	????	A9499B8-C	N	Hi In		216	Im	K2 V M9 VI BD	{ +3 }	(F8B-2)	[8C9E]	BE	13	-2640
????	?	????	????	E655522-4		Ga Ni Ag Co		922	Im	M9 V BD	{ -2 }	(541+0)	[5385]	BC	14	20
????	?	????	????	D776410-7		Ni Pa Ho Tr		208	Im	G2 V BD K9 VI	{ -3 }	(C31+4)	[9148]	Bc	21	144
????	?	????	????	E322405-A		He Ni Po		802	Im	F0 V	{ -1 }	(533-1)	[4366]	B	8	-45
????	?	????	????	D875777-5	S	Ag Pi Co Tu		628	Im	M9 II BD	{ -1 }	(861+4)	[8638]	BCD	22	192
????	?	????	????	B863334-A	NS	Lo		806	Im	K7 V	{ +2 }	(C21-2)	[354B]	B	18	-48
????	?	????	????	C622972-9	S	He Hi Na In Po		934	Im	K9 V	{ +1 }	(C87+4)	[7A95]	BE	14	2688
????	?	????	????	C5AA976-9	S	Fl Wa Hi In		606	Im	F3 V M7 VI	{ +1 }	(C84+5)	[BA6A]	BE	13	1920
????	?	????	????	C9C9134-8		Fl Lo		636	Im	F6 VI	{ -2 }	(F01-4)	[4178]	B	16	-60
????	?	????	????	A647100-A		Lo		233	Im	DK	{ +1 }	(D01+4)	[1298]	B	13	52
????	?	????	????	BCEA8B8-A		Ph		112	Im	F8 V	{ +2 }	(C78-5)	[8A8D]	Be	10	-3360
????	?	????	????	B588324-B		Lo		236	Im	F2 V K3 VI	{ +1 }	(G21+1)	[247E]	B	15	32
????	?	????	????	A2006A9-A		Va Ni Na Ho		507	Im	F7 V	{ +1 }	(B57+2)	[3769]	B	16	770
????	?	????	????	C200759-9		Va Na Pi		628	Im	A6 V K9 VI DG K2 VI G4 VI	{ +0 }	(G65+5)	[B79B]	BD	18	2400
????	?	????	????	A421987-C		He Hi Na In Po Ho		305	Im	K9 V BD BD BD	{ +3 }	(C8B-2)	[7C7D]	BE	11	-2112
????	?	????	????	B210411-9		Ni Co		915	Im	K9 V	{ +0 }	(833+0)	[5438]	B	13	72
????	?	????	????	B543400-7	NS	Ni Po Co		505	Im	G6 V BD M4 VI M6 V	{ +0 }	(536-1)	[2476]	B	13	-90
????	?	????	????	D35716A-6		Lo Ho		307	Im	K1 III M1 VI	{ -3 }	(301-3)	[1157]	B	17	-9
????	?	????	????	D334013-8		Di		004	Im	A1 V M0 VI	{ -3 }	(C03-3)	[0000]	B	11	-108
????	?	????	????	C140659-A		De Ni Po Co Fa		308	Im	G2 V	{ +0 }	(H51-3)	[968A]	B	13	-255
????	?	????	????	B563502-9	NS	Ni Pr		405	Im	M4 V	{ +1 }	(945-1)	[166E]	Bc	18	-180
????	?	????	????	B653CCD-9		Hi Po Ho Tr	R	405	Im	B7 Ib K4 V	{ +2 }	(AB9+2)	[CE59]	BE	15	1980
????	?	????	????	C30099C-8		Va Hi Na In	A	707	Im	F7 III	{ +0 }	(D85-1)	[9959]	BE	15	-520
????	?	????	????	B353533-C	NS	Ni Po		206	Im	A3 V	{ +2 }	(G44+3)	[376C]	B	14	768
????	?	????	????	C8A7466-6		Fl Ni Co		306	Im	F0 V G6 VI	{ -2 }	(330-1)	[4247]	B	15	-9
????	?	????	????	A687476-9		Ga Ni Pa Co		927	Im	K2 V	{ +0 }	(D31+3)	[443B]	Bc	16	117
????	?	????	????	C4005AD-A		Va Ni Co	R	725	Im	G9 V M2 VI	{ +0 }	(H42-1)	[256D]	B	13	-136
????	?	????	????	B796556-A		Ni Ag		135	Im	A9 V	{ +2 }	(D44+1)	[77AA]	BC	14	208
????	?	????	????	B666764-7		Ga Ag Ri Fa		438	Im	G6 V	{ +2 }	(669+2)	[8987]	BC	20	648
????	?	????	????	B120548-E		De Ni Po		205	Im	F4 V M1 V	{ +1 }	(947+0)	[465B]	B	10	252
????	?	????	????	B79A878-A		Wa Ph Pi Co		911	Im	K0 V BD	{ +2 }	(875-1)	[BA5E]	BDe	10	-280
????	?	????	????	C765724-8		Ga Ag Ri		213	Im	K9 V	{ +1 }	(76C-4)	[7845]	BC	10	-2016
????	?	????	????	C8B7347-5	S	Fl Lo		12A	Im	M7 V BD	{ -2 }	(821+1)	[2158]	B	19	16
????	?	????	????	E659665-4		Ni Co		718	Im	M4 II BD	{ -3 }	(752+3)	[4325]	B	21	210
????	?	????	????	A542989-A		He Hi In Po Ho Co		401	Im	A7 V	{ +3 }	(98A-1)	[7C39]	BE	10	-720
????	?	????	????	C47A643-7		Wa Ni Fa		108	Im	F5 IV M2 V	{ -2 }	(B52-3)	[642C]	B	16	-330
????	?	????	????	E000741-5		As Va Na Pi		424	Im	G1 V M5 VI	{ -2 }	(868+5)	[8583]	BD	17	1920
????	?	????	????	C13069C-B	S	De Ni Na Po Ho Co	A	623	Im	A1 IV	{ +0 }	(D55+2)	[764A]	B	12	650
????	?	????	????	C200210-A		Va Lo Co		527	Im	K1 V	{ +0 }	(D11-4)	[4248]	B	19	-52
????	?	????	????	C676430-5		Ni Pa Co Tu		926	Im	G7 V BD	{ -2 }	(932-1)	[5216]	Bc	15	-54
????	?	????	????	D9A4349-7	S	Fl Lo Px Co		701	Im	A0 II M1 V	{ -3 }	(421-5)	[5147]	B	11	-40
????	?	????	????	D8B8863-4		Fl Ph		608	Im	M8 V	{ -2 }	(875+1)	[9632]	Be	13	280
????	?	????	????	C675335-9		Lo		709	Im	F7 V	{ -1 }	(E21+2)	[121E]	B	20	56
????	?	????	????	B000402-B		As Va Ni Co		108	Im	F6 V K3 VI	{ +1 }	(G36+2)	[452E]	B	16	576
????	?	????	????	D300586-4	S	Va Ni Co		311	Im	G0 V	{ -3 }	(A40+0)	[5256]	B	12	40
????	?	????	????	C333642-9	S	Ni Na Po Co		403	Im	K0 V	{ -1 }	(B54-5)	[5558]	B	12	-1100
????	?	????	????	B675455-B		Ni Pa		604	Im	G9 V	{ +1 }	(A32+1)	[45AE]	Bc	8	60
????	?	????	????	A7A5220-B	NS	Fl Lo		935	Im	G3 V M5 VI	{ +2 }	(F11+0)	[14AC]	B	15	15
????	?	????	????	C423444-A	S	Ni Po Co		506	Im	F9 V M6 VI	{ +0 }	(A32+1)	[7419]	B	12	60
????	?	????	????	C345464-6	S	Ni Pa Re		536	Im	K2 V BD	{ -2 }	(533+0)	[4286]	Bc	16	45
????	?	????	????	E610100-7		Lo		425	Im	F4 II	{ -3 }	(701+2)	[1125]	B	13	14
????	?	????	????	E130574-A		De Ni Po		805	Im	M4 V BD BD	{ -1 }	(D41+4)	[846A]	B	15	208
????	?	????	????	A000622-C		As Va Ni Na		718	Im	F6 V DM	{ +1 }	(F56+1)	[675B]	B	17	450
????	?	????	????	A4446AA-A	NS	Ni Ag	A	604	Im	DM	{ +3 }	(D56+0)	[895B]	BC	14	390
????	?	????	????	A33699D-E		Hi	R	119	Im	A5 V	{ +3 }	(D8C-4)	[DC6E]	BE	20	-4992
????	?	????	????	C210434-9		Ni Co		714	Im	K7 V M7 VI BD	{ -1 }	(D33+1)	[339B]	B	16	117
????	?	????	????	B255540-C	NS	Ni Ag Co		432	Im	F8 V DK	{ +3 }	(E48+2)	[586C]	BC	10	896
????	?	????	????	C110101-8		Lo		206	Im	K9 V	{ -2 }	(E01-1)	[1155]	B	16	-14
????	?	????	????	C545542-4	S	Ni Ag Co		205	Im	F3 V K7 VI	{ -1 }	(741-1)	[2415]	BC	13	-28
????	?	????	????	A69A423-C		Wa Ni Co		923	Im	F1 V	{ +1 }	(B35-3)	[4598]	B	12	-495
????	?	????	????	D200530-4	S	Va Ni		323	Im	DG	{ -3 }	(B42+1)	[5258]	B	13	88
????	?	????	????	C446797-8	S	Ag Pi		806	Im	K8 III BD M3 V	{ +0 }	(H66+0)	[9778]	BCD	9	612
????	?	????	????	D587368-4	S	Lo Ho		805	Im	F7 V M7 VI	{ -3 }	(321-1)	[1178]	B	8	-6
????	?	????	????	C554100-5	S	Lo Ho		932	Im	F2 V	{ -2 }	(901+1)	[3166]	B	14	9
????	?	????	????	C344756-7	S	Ag Pi Co Co		104	Im	K1 V	{ +0 }	(768-3)	[5718]	BCD	13	-1008
????	?	????	????	E599655-5		Ni		70A	Im	K9 V	{ -3 }	(652+0)	[6347]	B	19	60
????	?	????	????	B873542-8	NS	Ni		506	Im	F0 V	{ +0 }	(J45-3)	[9556]	B	16	-1080
????	?	????	????	B000510-9		As Va Ni Fa		136	Im	F0 II	{ +0 }	(K41+5)	[653A]	B	19	380
????	?	????	????	B410303-A		Lo		932	Im	F1 V	{ +1 }	(821+2)	[148A]	B	9	32
????	?	????	????	C333778-8	S	Na Po Co		904	Im	F1 V	{ -1 }	(C64+2)	[8667]	B	12	576
????	?	????	????	B30048C-B		Va Ni Co	A	808	Im	F2 V	{ +1 }	(B36+2)	[454E]	B	13	396
????	?	????	????	C569633-9		Ni Ri		536	Im	A4 IV	{ +0 }	(C51+0)	[8699]	BC	18	60
????	?	????	????	C9B7030-4	S	Fl Di Ho		004	Im	F8 V	{ -2 }	(906-1)	[0000]	B	14	-54
????	?	????	????	C225764-5	S	Pi		207	Im	M9 VI M0 VI	{ -1 }	(A67+3)	[8614]	BD	10	1260
????	?	????	????	C421848-5		He Ph Na Pi Po Co		601	Im	M9 V	{ -1 }	(374-3)	[B751]	BDe	10	-252
????	?	????	????	C656597-4	S	Ga Ni Ag		731	Im	O1 III F7 V	{ -1 }	(743-2)	[2438]	BC	13	-168
????	?	????	????	B876302-C		Lo		404	Im	G1 V	{ +1 }	(E21-1)	[248H]	B	8	-28
????	?	????	????	X545232-1		Lo Co	R	424	Im	F5 V DK	{ -3 }	(B11+2)	[1171]	B	12	22
????	?	????	????	B752420-9		Ni Po Co		925	Im	M8 III	{ +0 }	(F33-4)	[7449]	B	15	-540
????	?	????	????	C568674-3		Ni Ag Ri		703	Im	B7 III K9 V K7 VI	{ +0 }	(756+4)	[7646]	BC	10	840
????	?	????	????	E76337A-4		Lo Co Tu Fa		509	Im	M0 V BD BD	{ -3 }	(521-1)	[1135]	B	20	-10
????	?	????	????	E75269A-5		Ni Po Ho		504	Im	K9 V	{ -3 }	(352+3)	[6346]	B	15	90
????	?	????	????	B467100-9		Lo		137	Im	F4 V	{ +0 }	(K01+1)	[3198]	B	20	19
????	?	????	????	B76786A-5		Ga Ph Pa Ri Ho Tr		503	Im	G7 V	{ +1 }	(674-2)	[4969]	BcCe	9	-336
????	?	????	????	B699549-7		Ni		315	Im	F3 V M7 VI	{ -1 }	(845+3)	[9454]	B	16	480
????	?	????	????	C7569A5-8	S	Ga Hi		304	Im	K8 V BD	{ +0 }	(E83-2)	[B929]	BE	14	-672
????	?	????	????	E788475-4		Ni Pa Fr		10A	Im	M7 V BD BD	{ -3 }	(531-1)	[1161]	Bc	23	-15
????	?	????	????	B331554-B		Ni Po		204	Im	K4 IV	{ +1 }	(D42-1)	[265A]	B	15	-104
????	?	????	????	E662023-6		Di		037	Im	F4 V K0 V M0 VI BD	{ -3 }	(501-3)	[0000]	B	16	-15
????	?	????	????	A636421-B		Ni		534	Im	F7 V K3 VI	{ +1 }	(J32+1)	[555A]	B	17	108
????	?	????	????	C8A3012-9		Fl Di		025	Im	F3 V	{ -1 }	(C06+0)	[0000]	B	15	72
????	?	????	????	A578658-C		Ni Ag		504	Im	G0 V BD	{ +2 }	(B58-2)	[9818]	BC	11	-880
????	?	????	????	B479BDH-9		Hi In	R	415	Im	F7 V M5 VI	{ +2 }	(JAB+0)	[CD3A]	BE	19	1980
????	?	????	????	A368330-9	N	Lo		222	Im	G5 V	{ +0 }	(D21+0)	[43AA]	B	13	26
????	?	????	????	A52367A-A		Ni Na Po		222	Im	M5 V BD	{ +1 }	(F53-1)	[2727]	B	12	-225
????	?	????	????	B69A757-8		Wa Pi		822	Im	A9 III M2 VI	{ +0 }	(F66-1)	[772D]	BD	13	-540
????	?	????	????	A766772-B		Ga Ag Ri		402	Im	DK M8 VI M6 VI	{ +4 }	(76D-4)	[6B5D]	BCf	6	-2184
????	?	????	????	C766666-5		Ga Ni Ag Ri Co		71A	Im	G8 V	{ +0 }	(653-4)	[6623]	BC	16	-360
????	?	????	????	D500125-3		Va Lo		231	Im	F6 V M9 VI K2 VI	{ -3 }	(801+0)	[1157]	B	11	8
????	?	????	????	E884452-7		Ni Pa		708	Im	DM BD BD	{ -3 }	(630+5)	[5185]	Bc	17	90
????	?	????	????	DC84466-5		Ni Pa		602	Im	G7 V M3 VI K6 VI	{ -3 }	(730-3)	[5165]	Bc	15	-63
????	?	????	????	E340334-3		De He Lo Po Co		601	Im	F0 V	{ -3 }	(921+4)	[3184]	B	8	72
????	?	????	????	C400443-6		Va Ni		439	Im	G7 V DM	{ -2 }	(333-4)	[3213]	B	19	-108
????	?	????	????	B896369-9		Lo		736	Im	A5 V K1 VI K0 VI	{ +0 }	(L21+2)	[4326]	B	14	80
????	?	????	????	A589499-A		Ni Co		928	Im	M8 V	{ +1 }	(H35-1)	[456A]	B	18	-255
????	?	????	????	E5569BC-5		Hi Co	R	127	Im	F1 V BD M4 VI	{ -1 }	(388+2)	[7859]	BE	16	384
????	?	????	????	B200205-B		Va Lo Fa		809	Im	F1 V K6 VI	{ +1 }	(D11+0)	[1379]	B	15	13
????	?	????	????	E646210-7		Lo		535	Im	K4 V	{ -3 }	(711-4)	[2156]	B	15	-28
????	?	????	????	A627305-A		Lo Ho		508	Im	F2 IV	{ +1 }	(J21-4)	[347D]	B	17	-144
????	?	????	????	X788623-1		Ni Ag Ri	R	236	Im	M7 V	{ -1 }	(752-1)	[1561]	BC	15	-70
????	?	????	????	C957463-4		Ni Pa Ho Tr		719	Im	DF G4 VI	{ -2 }	(730+1)	[1241]	Bc	20	21
????	?	????	????	C265597-5		Ni Ag Pr Fa		637	Im	A0 V	{ -1 }	(540-4)	[6484]	BcC	15	-80
????	?	????	????	C58997A-6		Hi Pr Ri		403	Im	G1 V M4 VI	{ +1 }	(488+4)	[9A96]	BcCE	14	1024
????	?	????	????	CEEA8B7-8	S	Ph		303	Im	G2 V	{ -1 }	(775+1)	[773A]	Be	7	245
????	?	????	????	E369466-7		Ni Fa		303	Im	G8 V BD	{ -3 }	(730-4)	[6155]	B	9	-84
????	?	????	????	D646552-3	S	Ni Ag Ho Tr		236	Im	A1 V M3 VI	{ -2 }	(940-3)	[6355]	BC	15	-108
????	?	????	????	E632100-8		Lo Po Fa		706	Im	F6 IV K1 V M7 V	{ -3 }	(901+2)	[1173]	B	16	18
????	?	????	????	D000444-8	S	As Va Ni		824	Im	M7 V BD	{ -3 }	(A33-2)	[41A5]	B	17	-180
????	?	????	????	A477633-B	NS	Ni Ag Co Fa		636	Im	K4 V BD BD	{ +3 }	(H55+4)	[892A]	BC	13	1700
????	?	????	????	E5496AD-2		Ni Co	R	825	Im	K4 V M8 V BD	{ -3 }	(A50-2)	[7372]	B	14	-100
????	?	????	????	C200300-8		Va Lo		324	Im	K5 VI	{ -2 }	(D21-1)	[5193]	B	11	-26
????	?	????	????	D110102-B	S	Lo Co		335	Im	F1 III M9 V	{ -1 }	(F01+4)	[315C]	B	18	60
????	?	????	????	B355343-8		Lo Ho		10A	Im	DF K0 VI	{ -1 }	(J21+1)	[3266]	B	15	36
????	?	????	????	E686998-6		Ga Hi Pr Ri Co		117	Im	A7 IV K7 V M1 VI	{ +0 }	(583+0)	[D995]	BcCE	14	120
????	?	????	????	A550310-D		De Lo Po		206	Im	A2 III F0 V	{ +1 }	(E21-1)	[148F]	B	11	-28
????	?	????	????	A42069A-D	N	De He Ni Na Po		905	Im	G3 V M8 VI BD M8 VI	{ +1 }	(E55-4)	[473C]	B	14	-1400
????	?	????	????	C3109CD-A		Hi Na In	R	105	Im	F8 V BD M1 VI	{ +2 }	(D8A+4)	[AB35]	BE	13	4160
????	?	????	????	A300BFD-E	NS	Va Hi Na In Ho	R	606	Im	F7 V	{ +4 }	(CAC-4)	[6F5B]	BEf	14	-5760
????	?	????	????	C851446-7		Ni Po		305	Im	F7 V	{ -2 }	(730+1)	[3267]	B	15	21
????	?	????	????	C7CA654-A		Fl Wa Ni		508	Im	M6 II M3 V BD	{ +0 }	(H56+3)	[667D]	B	15	1530
????	?	????	????	B4519BC-D		Hi Po Fa	R	208	Im	B5 II K5 V DF	{ +3 }	(C8D+3)	[CC4E]	BE	15	3744
????	?	????	????	X897520-3		Ni Ag	R	614	Im	G6 V	{ -2 }	(840+2)	[2362]	BC	16	64
????	?	????	????	B8B7300-A		Fl Lo Co		511	Im	M2 V BD BD BD	{ +1 }	(A21+5)	[147D]	B	8	100
????	?	????	????	BCA5532-B		Fl Ni Fa		907	Im	A3 V K2 VI	{ +1 }	(D46+0)	[662C]	B	18	312
????	?	????	????	B442864-8		He Ph Pi Po Co		818	Im	M8 II BD	{ +0 }	(E7A+0)	[983B]	BDe	19	980
????	?	????	????	E889635-3		Ni Ri Co		701	Im	M3 V BD	{ -2 }	(350+0)	[7452]	BC	7	15
????	?	????	????	A20097A-E		Va Hi Na In		400	Im	G7 V	{ +3 }	(78A+0)	[6C6F]	BE	8	560
????	?	????	????	C699588-8		Ni		526	Im	M6 II M4 VI BD	{ -2 }	(D42-1)	[5378]	B	15	-104
????	?	????	????	D564435-3		Ni Pa		416	Im	K0 V DM	{ -3 }	(731-1)	[8161]	Bc	13	-21
????	?	????	????	B667110-6	NS	Ga Lo		502	Im	M2 III	{ +0 }	(501-3)	[3147]	B	10	-15
????	?	????	????	C6127BC-6	S	Ic Na Pi	R	904	Im	G8 V	{ -1 }	(564-2)	[7614]	BD	11	-240
????	?	????	????	X774456--1		Ni Pa Co Tu	R	52A	Im	F1 V K1 VI	{ -3 }	(930+2)	[3162]	Bc	17	54
????	?	????	????	A631677-9		Ni Na Px Po Fr		804	Im	M2 V BD	{ +0 }	(D54+0)	[762B]	B	13	260
????	?	????	????	B469666-C		Ni Ri		613	Im	G4 VI	{ +2 }	(A53+1)	[786C]	BC	13	150
????	?	????	????	A664622-9	NS	Ni Ag Ri Ho Co Tr		201	Im	A8 V G9 VI K5 VI	{ +3 }	(A57+0)	[6969]	BC	12	350
????	?	????	????	C625664-8	S	Ni Co		504	Im	K0 V	{ -2 }	(A54+1)	[247B]	B	10	200
????	?	????	????	BFE9662-B		Ni Co		723	Im	K9 V BD	{ +1 }	(D56+2)	[5748]	B	14	780
????	?	????	????	C353520-A		Ni Po Co		804	Im	G0 V BD	{ +0 }	(943+0)	[355B]	B	9	108
????	?	????	????	C300346-7		Va Lo Co		702	Im	F6 V M4 VI M7 VI	{ -2 }	(821-2)	[3136]	B	11	-32
????	?	????	????	E775445-5		Ni Pa		106	Im	F9 V M6 VI	{ -3 }	(833-1)	[5118]	Bc	18	-72
????	?	????	????	C97868A-7		Ni Ag Ho		704	Im	F1 V	{ -1 }	(550+2)	[4547]	BC	13	50
????	?	????	????	E200644-5		Va Ni Na Co		804	Im	K4 VI BD M2 VI	{ -3 }	(752-2)	[7346]	B	15	-140
????	?	????	????	A776224-B		Lo		526	Im	F7 V K9 VI	{ +1 }	(D11-2)	[538C]	B	20	-26
????	?	????	????	AFFA552-C	N	Ni Co		60A	Im	K2 V BD	{ +1 }	(J43+0)	[866A]	B	16	216
????	?	????	????	B000665-A		As Va Ni Na Co Fa		13A	Im	G7 V	{ +1 }	(M57+4)	[5739]	B	20	2940
????	?	????	????	C355232-A	S	Lo		222	Im	K3 V	{ +0 }	(D11+0)	[522A]	B	10	13
????	?	????	????	C442432-6		He Ni Po		904	Im	A2 V	{ -2 }	(530-4)	[2278]	B	13	-60
????	?	????	????	B566668-6		Ni Ag Ri		105	Im	F9 V	{ +1 }	(557+5)	[6764]	BC	12	875
????	?	????	????	C7A6562-8	S	Fl Ni		802	Im	M9 V BD BD M7 VI	{ -2 }	(943-4)	[6378]	B	8	-432
????	?	????	????	C140730-5	S	De Pi Po Co		109	Im	A5 V G2 V K3 V	{ -1 }	(563+4)	[C697]	BD	16	360
????	?	????	????	D596779-4	S	Ag Pi		201	Im	K9 V	{ -1 }	(662-1)	[9653]	BCD	7	-72
????	?	????	????	B743657-9	NS	Ni Po Co Tu		204	Im	G2 V	{ +1 }	(B54+0)	[575B]	B	10	220
????	?	????	????	B546875-6	NS	Ph Pa Pi Co		431	Im	A6 IV K5 V M5 VI	{ +1 }	(474+1)	[5917]	BcDe	15	112
????	?	????	????	C630276-A		De Lo Po Co		719	Im	M1 II BD BD BD	{ +0 }	(M11-3)	[123C]	B	23	-63
????	?	????	????	C5788BE-5		Ph Pa Pi Co Fa	R	302	Im	F4 V M6 VI M9 V	{ -1 }	(779+5)	[B787]	BcDe	13	2205
????	?	????	????	A259687-B		Ni		502	Im	F3 V	{ +1 }	(857-5)	[3787]	B	10	-1400
????	?	????	????	D722555-4		He Ni Po Ho		206	Im	F0 IV K7 V	{ -3 }	(840-4)	[6283]	B	10	-128
????	?	????	????	C310000-6		Di Ho		004	Im	B0 V K2 VI F0 VI F8 VI	{ -2 }	(403+1)	[0000]	B	11	12
????	?	????	????	C1106AA-A		Ni Na Ho	A	70A	Im	K3 V BD BD	{ +0 }	(H53+4)	[865B]	B	16	1020
????	?	????	????	C854679-8		Ni Ag Ho Tr		825	Im	F4 V	{ -1 }	(E52+1)	[7556]	BC	16	140
????	?	????	????	D65A578-5		Wa Ni		908	Im	DK M2 VI BD	{ -3 }	(543-4)	[3281]	B	15	-240
????	?	????	????	B51059D-7	NS	Ni Co	R	637	Im	A4 V K0 VI K5 VI	{ +0 }	(446+2)	[3564]	B	21	192
????	?	????	????	A7B7404-B		Fl Ni Co		207	Im	M7 V	{ +1 }	(934+3)	[6567]	B	14	324
????	?	????	????	C2107BE-9	S	Na Pi	R	202	Im	K7 V BD	{ +0 }	(C68+1)	[4776]	BD	10	576
????	?	????	????	X534878-2		Ph	R	638	Im	A7 V	{ -2 }	(776-4)	[8693]	Be	16	-1176
????	?	????	????	D100985-A	S	Va Hi Na In Ho		125	Im	K3 V BD	{ +1 }	(G86+0)	[5A69]	BE	16	768
????	?	????	????	C683355-8		Lo		804	Im	K9 V M8 V	{ -2 }	(921+0)	[514A]	B	12	18
????	?	????	????	C733775-7		Na Po		814	Im	F0 V BD	{ -1 }	(666-1)	[A619]	B	11	-216
????	?	????	????	B150505-9		De Ni Po		604	Im	K8 V	{ +0 }	(B43-3)	[A58C]	B	13	-396
????	?	????	????	A664223-D	N	Lo		506	Im	K7 III	{ +1 }	(D11+1)	[135G]	B	14	13
????	?	????	????	D566977-5	S	Hi Pr Ri		706	Im	A4 V K2 VI F7 VI	{ +0 }	(A86+1)	[8936]	BcCE	13	480
????	?	????	????	A787213-A	N	Ga Lo		62A	Im	M1 V	{ +1 }	(K11+0)	[334B]	B	20	19
????	?	????	????	E443310-4		Lo Po Co		223	Im	F3 V	{ -3 }	(721-4)	[4194]	B	13	-56
????	?	????	????	XFCA247-5		Fl Oc Lo Co	R	330	Im	K2 V M4 VI	{ -3 }	(311-1)	[7154]	B	13	-3
????	?	????	????	C596765-3		Ag Pi		412	Im	K9 V M4 VI	{ +0 }	(A64+0)	[9741]	BCD	10	240
????	?	????	????	C454779-9	S	Ag Co Fa		315	Im	K3 V	{ +1 }	(D67-1)	[C81B]	BC	12	-546
????	?	????	????	B6518BF-6		Ph Po Co	R	605	Im	G0 V M6 VI	{ +0 }	(775-1)	[A863]	Be	14	-245
????	?	????	????	A362420-B	NS	Ni		804	Im	A3 Ib	{ +2 }	(835+3)	[9637]	B	16	360
????	?	????	????	C331021-5	S	Di Po Fr		015	Im	M9 II	{ -2 }	(306+3)	[0000]	B	16	54
????	?	????	????	C526551-9	S	Ni Ho		724	Im	K9 V	{ -1 }	(G42-2)	[4449]	B	15	-256
????	?	????	????	B97A6AE-C	NS	Wa Ni	R	607	Im	K0 V M9 VI	{ +2 }	(A57-5)	[685B]	B	13	-1750
????	?	????	????	B994775-7		Ag Pi		702	Im	M9 VI BD	{ +1 }	(865+0)	[5857]	BCD	11	240
????	?	????	????	B200211-8		Va Lo		705	Im	DF G8 VI	{ -1 }	(D11-1)	[1138]	B	14	-13
????	?	????	????	B657256-B	NS	Ga Lo Ho Tr		400	Im	A6 III	{ +2 }	(B11+5)	[1459]	B	7	55
????	?	????	????	A6A6101-B		Fl Lo		708	Im	F4 V K5 VI	{ +1 }	(D01+1)	[124D]	B	16	13
????	?	????	????	D467576-6		Ni Ag Pr Co		701	Im	M4 V BD	{ -2 }	(640-1)	[8347]	BcC	8	-24
????	?	????	????	E4209DA-8		De He Hi Na In Po	R	702	Im	K3 VI	{ -1 }	(584+1)	[7865]	BE	9	160
????	?	????	????	B400748-9		Va Na Pi		804	Im	A3 IV K2 VI	{ +1 }	(B66+1)	[585C]	BD	13	396
????	?	????	????	A444468-C	N	Ni Pa Co		206	Im	F5 IV	{ +1 }	(D33-5)	[455F]	Bc	10	-585
????	?	????	????	C234EDD-B		Hi Fa	R	305	Im	K5 V BD	{ +2 }	(EDD-5)	[BG5A]	BE	10	-11830
????	?	????	????	C69A447-9	S	Wa Ni		60A	Im	G4 V M3 VI	{ -1 }	(F35-3)	[631B]	B	18	-675
????	?	????	????	B7B57CF-8		Fl Ho	R	601	Im	K2 II M1 V	{ +0 }	(762-2)	[8798]	B	11	-168
????	?	????	????	C745565-6	S	Ni Ag Co		318	Im	A8 V	{ -1 }	(844-4)	[1457]	BC	17	-512
????	?	????	????	B1208CE-8	NS	De Ph Na Pi Po	R	104	Im	F0 V	{ +1 }	(87A+0)	[8934]	BDe	11	560
????	?	????	????	E569310-6		Lo Co		314	Im	K5 V BD BD	{ -3 }	(921+3)	[115A]	B	13	54
????	?	????	????	B763310-6	NS	Lo Ho Tr		800	Im	K4 V	{ +0 }	(521+3)	[5385]	B	9	30
????	?	????	????	A6317BD-9		Na Po Co	R	107	Im	DK BD BD	{ +1 }	(K68-2)	[7829]	B	18	-1824
????	?	????	????	B8C6853-A		Fl Ph Co		633	Im	F6 V	{ +2 }	(C7B+0)	[BAAA]	Be	12	924
????	?	????	????	C562544-7		Ni Pr Ho		917	Im	A9 IV K8 VI K7 V K0 V	{ -2 }	(840-4)	[537B]	Bc	16	-128
????	?	????	????	C985225-5		Lo		125	Im	M3 V	{ -2 }	(211+0)	[1185]	B	19	2
????	?	????	????	C762478-8		Ni		208	Im	G0 V	{ -2 }	(C31+2)	[2239]	B	15	72
????	?	????	????	A224555-E		Ni Co Co		422	Im	M9 V	{ +1 }	(C42-3)	[569H]	B	14	-288
