Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
????	K	2022	????	B7B9221-8		Fl Lo Ho		707		B7 III	{ -1 }	(G11+0)	[1158]	B	17	16
????	K	2023	????	B400326-9		Va Lo Co		104		K6 III M1 V	{ +0 }	(B21+0)	[8348]	B	14	22
????	K	2121	????	A200376-E		Va Lo		935		K1 V M2 VI BD	{ +1 }	(H21+1)	[243H]	B	15	34
????	K	2123	????	B668102-7		Lo		805		M4 III BD BD	{ -1 }	(601-3)	[2158]	B	11	-18
????	K	2128	????	C210136-6	S	Lo Fa		724		A6 II K4 V K5 V	{ -2 }	(901+3)	[5116]	B	12	27
????	K	2225	????	A944440-D	NS	Ni Pa		535		A5 V	{ +2 }	(G36+5)	[366E]	Bc	13	1440
????	K	2230	????	E58A474-8		Wa Ni		709		F9 IV	{ -3 }	(C30+0)	[1117]	B	17	36
????	K	2325	????	C331355-B		Lo Po Ho		536		F3 V	{ +0 }	(H21+1)	[3359]	B	18	34
????	K	2326	????	B447846-7	NS	Ph Pa Pi Ho		235		K5 V	{ +1 }	(B77-2)	[4975]	BcDe	15	-1078
????	K	2328	????	A641866-8		He Ph Pi Po		705		G7 V	{ +0 }	(C76+0)	[98A6]	BDe	15	504
????	K	2422	????	E553444-2		Ni Po Co		302		M0 V	{ -3 }	(932-2)	[4173]	B	6	-108
????	K	2427	????	B753225-6	NS	Lo Po Co Tu		124		M4 II	{ +0 }	(511-1)	[1292]	B	16	-5
????	K	2428	????	B583BBC-B	NS	Hi	R	210		G0 V	{ +4 }	(BAF-2)	[BF37]	BEf	5	-3300
????	K	2429	????	CCF8220-5	S	Lo Ho Fa		122		K7 V	{ -2 }	(411-1)	[5165]	B	10	-4
????	K	2430	????	D100EDH-9	S	Va Hi Na In	R	216		M5 V BD BD	{ +0 }	(HD9-4)	[AE2E]	BE	17	-7956
????	L	2527	????	E832514-4		Ni Po Co		719		G0 V	{ -3 }	(540+5)	[4264]	B	18	100
????	L	2528	????	C433655-6		Ni Na Po		631		K0 V BD BD	{ -2 }	(551+2)	[3464]	B	9	50
????	L	2623	????	E649478-4		Ni		809		F8 V G5 V K3 V	{ -3 }	(531+0)	[1139]	B	15	15
????	L	2724	????	B98A220-D		Wa Lo		912		B8 Ib G0 VI F1 V K2 V	{ +1 }	(B11+1)	[133B]	B	11	11
????	L	2822	????	B000555-A		As Va Ni		208		K2 V	{ +1 }	(K43+1)	[366A]	B	13	228
????	L	2823	????	C374669-6		Ni Ag		405		G9 III M9 V	{ -1 }	(555-3)	[75A9]	BC	14	-375
????	L	2829	????	C410101-9		Lo Co		721		K6 VI BD	{ -1 }	(C01-3)	[517D]	B	14	-36
????	L	2923	????	D87A730-6	S	Wa Pi		832		K6 II	{ -2 }	(B67+1)	[95A4]	BD	9	462
????	L	2924	????	A557735-C		Ag Co		426		M6 V	{ +3 }	(E6A-1)	[6A3D]	BC	13	-840
????	L	2925	????	B9DA358-B	NS	Lo		305		K6 V BD	{ +2 }	(C21+0)	[154G]	B	11	24
????	L	2926	????	B832644-8		Ni Na Po Co		505		F7 V M9 VI	{ -1 }	(B53-1)	[4554]	B	12	-165
????	L	2927	????	E487100-5		Lo		615		G3 VI	{ -3 }	(C01-4)	[3174]	B	15	-48
????	L	3021	????	E400772-8		Va Na Pi		205		M9 V	{ -2 }	(D65+1)	[5537]	BD	10	390
????	L	3027	????	A5699BC-F	N	Hi Pr Ri	R	939		M5 II	{ +4 }	(L8D-2)	[9D1H]	BcCEf	19	-4160
????	L	3028	????	E837668-6		Ni Ho		207		G4 IV BD M4 VI BD	{ -3 }	(653+0)	[9366]	B	20	90
????	L	3126	????	C456897-5		Ph Pa		701		K0 V	{ -1 }	(578+1)	[8711]	Bce	10	280
????	L	3129	????	B000753-9		As Va Na Pi Co		401		K0 V	{ +1 }	(56C+0)	[781A]	BD	14	360
????	L	3227	????	CFEA8CC-7	S	Ph Ho	R	525		K4 V	{ -1 }	(877-1)	[A74A]	Be	18	-392
????	M	0131	????	B510254-9		Lo		617		G4 V	{ +0 }	(D11+0)	[122A]	B	17	13
????	M	0135	????	B58A9AE-9		Wa Hi Pr Ri Co	R	617		M7 III	{ +3 }	(K85+3)	[AC6D]	BcCE	14	2280
????	M	0136	????	C300232-7	S	Va Lo		501		DG BD K2 VI K0 VI	{ -2 }	(911-3)	[11A7]	B	11	-27
????	M	0232	????	D643436-4	S	Ni Po Co		110		G8 V	{ -3 }	(530+2)	[3141]	B	9	30
????	M	0235	????	C000020-8	S	As Va Di Co		007		K4 V	{ -2 }	(D05-2)	[0000]	B	17	-130
????	M	0236	????	C221663-6		Ni Na Po Ho		232		F8 V M2 VI M4 VI	{ -2 }	(352+0)	[2424]	B	8	30
????	M	0239	????	C554303-6		Lo		722		M4 V BD	{ -2 }	(821+3)	[7146]	B	13	48
????	M	0332	????	A545587-A		Ni Ag		105		A3 V G9 VI K4 VI	{ +2 }	(848-1)	[672C]	BC	12	-256
????	M	0335	????	B8CA541-B		Fl Wa Ni Ho		725		K5 V M7 VI	{ +1 }	(C47+3)	[4679]	B	16	1008
????	M	0336	????	C000266-B		As Va Lo		702		F5 V	{ +0 }	(A11-1)	[129C]	B	9	-10
????	M	0431	????	E889553-7		Ni Pr Co Co		408		K3 V M0 VI	{ -3 }	(941+5)	[8286]	Bc	18	180
????	M	0436	????	B426414-8		Ni		405		K4 V	{ -1 }	(C30+2)	[432B]	B	16	72
????	M	0437	????	C448254-B		Lo Co		705		G3 III	{ +0 }	(D11+1)	[521B]	B	12	13
????	M	0439	????	D400589-6	S	Va Ni Co		417		M7 III	{ -3 }	(740+0)	[A224]	B	11	28
????	M	0538	????	B37A303-C		Wa Lo Co		82A		A8 V	{ +1 }	(H21+3)	[149D]	B	17	102
????	M	0633	????	A430783-A	NS	De Na Po Ho		718		K0 V	{ +3 }	(C6B+2)	[8A77]	B	18	1584
????	M	0634	????	C5977BA-4		Ag Pi	A	104		K5 V DM M5 V	{ +0 }	(A6A+2)	[8756]	BCD	11	1200
????	M	0639	????	B6BA477-E		Fl Wa Ni		233		K8 V	{ +1 }	(H32+1)	[559D]	B	14	102
????	M	0732	????	B59A576-A		Wa Ni		807		F6 VI	{ +1 }	(G47-4)	[667A]	B	12	-1792
????	M	0734	????	C479557-9	S	Ni Co		210		K2 V	{ -1 }	(741-2)	[34AB]	B	10	-56
????	M	0735	????	E000766-5		As Va Na Pi Co		13A		G7 V	{ -2 }	(766+3)	[8567]	BD	20	756
????	M	0837	????	E675440-6		Ni Pa Co Tu		718		M5 II	{ -3 }	(730-1)	[3186]	Bc	19	-21
????	M	0839	????	A445324-C	N	Lo		725		A4 V DG	{ +1 }	(E21+2)	[445D]	B	17	56
????	M	0840	????	C200664-A		Va Ni Na		902		A9 V G7 VI	{ +0 }	(A56+4)	[567B]	B	11	1200
????	N	0935	????	B369553-9		Ni Pr		804		G5 V M3 V DK M5 V M6 V M1 V K5 VI	{ +0 }	(945-3)	[853B]	Bc	13	-540
????	N	1032	????	B531555-8		Ni Po Co		302		F0 V K2 VI	{ -1 }	(441+1)	[A455]	B	8	16
????	N	1039	????	B8569CE-7	NS	Ga Hi	R	626		F5 V	{ +2 }	(884-3)	[BB77]	BE	13	-768
????	N	1139	????	E100764-6		Va Na Pi		909		F6 V	{ -2 }	(C61-3)	[6546]	BD	18	-216
????	N	1140	????	B241689-8	NS	Ni Po Ho		709		F5 V DM K2 VI	{ +0 }	(G53-1)	[86AC]	B	18	-240
????	N	1234	????	C620000-8		De He Di Po		004		A4 II K6 V	{ -2 }	(A08+2)	[0000]	B	10	160
????	N	1239	????	A11077B-F		Na Pi		909		M5 II BD	{ +2 }	(J6B-5)	[A93B]	BD	14	-5940
????	N	1240	????	D648885-4	S	Ph Pa Pi Co		306		F7 V BD DK	{ -2 }	(674-5)	[8668]	BcDe	17	-840
????	N	1335	????	E486778-3		Ag Ri Co		618		G6 V M8 VI BD	{ +0 }	(864-2)	[8763]	BC	18	-384
????	N	1432	????	B441400-8		He Ni Po		706		F8 V	{ -1 }	(D34-5)	[9375]	B	17	-780
????	N	1534	????	B110342-C	NS	Lo		323		M5 V	{ +2 }	(921-3)	[1589]	B	10	-54
????	N	1536	????	C547511-4		Ni Ag Ho Fa		334		K3 V	{ -1 }	(642+1)	[6465]	BC	16	48
????	N	1539	????	C430435-6		De Ni Po Co		604		M6 V BD	{ -2 }	(631+0)	[3227]	B	16	18
????	N	1631	????	E5456AA-2		Ni Ag Fa	A	921		O2 V	{ -2 }	(850+1)	[5441]	BC	7	40
????	N	1632	????	E355776-4		Ag Co		838		K8 V M5 VI	{ -1 }	(362+1)	[8621]	BC	20	36
????	N	1634	????	E521002-5		He Di Po Ho		004		O9 V	{ -3 }	(403+1)	[0000]	B	12	12
????	N	1637	????	A667479-9	N	Ga Ni Pa		529		F6 V M0 V	{ +0 }	(G32+3)	[444C]	Bc	16	288
????	N	1639	????	C664469-9	S	Ni Pa Co Tu		433		G0 V M3 VI BD	{ -1 }	(931-2)	[136B]	Bc	16	-54
????	N	1640	????	B210669-A		Ni Na Co		205		F3 III K4 VI	{ +1 }	(953+2)	[7769]	B	13	270
????	O	1734	????	C77A333-7		Wa Lo		102		A3 V K4 VI G7 VI	{ -2 }	(721-2)	[1143]	B	9	-28
????	O	1738	????	C400435-9	S	Va Ni		905		O4 III G4 V	{ -1 }	(A33-3)	[232B]	B	13	-270
????	O	1739	????	D666200-3		Ga Lo		408		K1 V M4 VI DM	{ -3 }	(511+3)	[3141]	B	16	15
????	O	1833	????	B300442-B		Va Ni Co		304		G9 V M7 VI M2 VI	{ +1 }	(F34+1)	[1569]	B	13	180
????	O	1834	????	C772775-6		He Pi Co		616		M5 VI	{ -1 }	(861+1)	[3664]	BD	15	48
????	O	1840	????	B779364-C		Lo Re		318		K2 V	{ +1 }	(F21+2)	[343D]	B	17	60
????	O	1936	????	B696457-C		Ni Pa		725		F8 V	{ +1 }	(F32+2)	[1588]	Bc	13	180
????	O	1938	????	C497488-8		Ni Pa Co		908		G6 V BD	{ -2 }	(F30+3)	[5257]	Bc	16	135
????	O	2040	????	C227494-9		Ni		407		K1 V	{ -1 }	(C33-1)	[336B]	B	14	-108
????	O	2135	????	A478758-C	NS	Ag Pi		805		K6 V BD	{ +4 }	(D69-2)	[5B9A]	BCDf	15	-1404
????	O	2136	????	D525640-3		Ni Co		729		M6 V	{ -3 }	(851+3)	[6321]	B	18	120
????	O	2137	????	A130300-E	N	De Lo Po		207		M4 V BD BD BD	{ +1 }	(C21+2)	[141C]	B	15	48
????	O	2231	????	A955877-9		Ph Pa Co		406		DK BD	{ +1 }	(87B+0)	[4934]	Bce	19	616
????	O	2236	????	B488543-9		Ni Ag Pr		538		M2 V BD	{ +1 }	(M47+3)	[462A]	BcC	21	1764
????	O	2237	????	E698747-5		Ag Pi		926		K6 V BD	{ -1 }	(C68+0)	[8656]	BCD	13	576
????	O	2334	????	A257162-C		Lo Co		107		F8 II M5 III	{ +1 }	(G01+2)	[1259]	B	11	32
????	O	2335	????	B346002-8		Di		004		K1 V DM	{ -1 }	(C06+0)	[0000]	B	11	72
????	O	2431	????	C556337-9	S	Lo		501		G2 VI M0 VI	{ -1 }	(A21+0)	[125B]	B	12	20
????	O	2433	????	B300877-8	NS	Va Ph Na Pi Co Fa		209		F0 V M9 VI BD	{ +1 }	(E7C-2)	[7976]	BDe	12	-2352
????	P	2532	????	D647523-7	S	Ni Ag		802		F0 V K6 VI	{ -2 }	(A44+2)	[3365]	BC	10	320
????	P	2537	????	C000200-C		As Va Lo		937		F5 III	{ +0 }	(M11+3)	[323D]	B	21	63
????	P	2632	????	X730542-4		De Ni Po	R	504		G5 V M6 V	{ -3 }	(440-1)	[5213]	B	15	-16
????	P	2634	????	A435564-C		Ni Ho Co		831		DK BD	{ +1 }	(B45+4)	[56AA]	B	11	880
????	P	2731	????	B4538DF-4	NS	Ph Po Co	R	421		K5 V BD	{ +1 }	(677-2)	[4974]	Be	10	-588
????	P	2736	????	D78A799-8		Wa Ri		103		A3 Ia	{ -1 }	(B66-3)	[9699]	BC	12	-1188
????	P	2739	????	E533732-5		Na Po Ho Fa		607		K9 V M0 V M5 VI BD	{ -2 }	(664+1)	[9586]	B	16	144
????	P	2740	????	C320789-8		De He Na Pi Po		103		A4 V	{ -1 }	(763+3)	[5689]	BD	16	378
????	P	2833	????	E7549B9-3		Hi Co Tu	A	808		M1 V BD	{ -1 }	(C88-1)	[9852]	BE	19	-768
????	P	2834	????	A785630-7		Ga Ni Ag Ri		533		M2 V BD	{ +1 }	(655+1)	[6713]	BC	15	150
????	P	2835	????	A444896-8		Ph Pa Pi Co		737		K7 V	{ +0 }	(L78+1)	[78A8]	BcDe	17	1120
????	P	2836	????	D455123-6		Lo Ho		927		K0 V	{ -3 }	(501+2)	[1181]	B	18	10
????	P	2838	????	C9B7102-A		Fl Lo		814		K2 III BD	{ +0 }	(701-1)	[418C]	B	10	-7
????	P	2934	????	C7A5633-4		Fl Ni		922		K2 II	{ -2 }	(652+3)	[3435]	B	12	180
????	P	2935	????	B756410-9	NS	Ga Ni Pa Co		109		F9 V	{ +1 }	(F34+1)	[1538]	Bc	18	180
????	P	2937	????	CFFA100-A	S	Lo		134		F4 III	{ +0 }	(F01+2)	[218E]	B	12	30
????	P	2938	????	D150956-6	S	De Hi Po Ho		833		F1 V	{ -1 }	(B84-4)	[B887]	BE	15	-1408
????	P	2940	????	B401340-8	NS	Ic Va Lo Co		606		F0 V	{ +0 }	(D21+1)	[1327]	B	16	26
????	P	3034	????	C433033-A		Di Po		037		M1 V	{ +0 }	(E0A-1)	[0000]	B	20	-140
????	P	3035	????	D537664-5		Ni		709		G3 V BD	{ -3 }	(353+3)	[3369]	B	20	135
????	P	3037	????	A438876-E	NS	Ph		528		A7 II	{ +3 }	(J7E-5)	[3B9F]	Be	16	-8820
????	P	3131	????	C789457-9		Ni		105		K0 II	{ -1 }	(D33-3)	[1347]	B	13	-351
????	P	3134	????	C797984-9		Hi In		504		K6 V	{ +1 }	(D8C+2)	[5A47]	BE	11	2496
????	P	3135	????	C430647-5	S	De Ni Na Po Fa		725		DK	{ -2 }	(953-2)	[9465]	B	17	-270
????	P	3232	????	A775515-C		Ni Ag		821		M5 V	{ +2 }	(843+2)	[277E]	BC	12	192
????	P	3238	????	E668799-1		Ag Ri Ho		813		F5 V	{ +0 }	(669+2)	[8712]	BC	11	648
